Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
Adirondack Manor HFA D.B.A. Willow Park HFA,1550 Herkimer Road,Oneida,Utica,13502,(315) 732-2257,(315) 733-8944,AF0009A,"Kane, James E.",510-F-055,60,45,0,0,0,AH/ALP,PPHA,CNYRO,"1550 Herkimer Road
Utica, NY 13502
(43.108060788000046, -75.16980658099999)"
Lutheran Home Cottages,114 Utica Road,Oneida,Clinton,13323,(315) 801-5261,(315) 801-5262,AF0904A,"The Lutheran Home of Central New York, Inc.",510-E-009,14,0,14,14,14,AH,NFP,CNYRO,"114 Utica Road
Clinton, NY 13323
(43.05749532600004, -75.36367242299997)"
Adirondack Manor Home for Adults,128 Main Street,Oneida,Camden,13316,(315) 245-1520,(315) 245-4764,AF0007A,"Kane, James E.",510-F-028,40,0,0,0,0,AH,PPHA,CNYRO,"128 Main Street
Camden, NY 13316
(43.33893148100003, -75.74860578999994)"
Brookdale Clinton,115 Brookside Drive,Oneida,Clinton,13323,(315) 859-1947,(315) 859-1949,AF0013A,"Clinton Sterling Cottage Operator, Inc.",510-F-057,40,0,0,0,0,AH,PPHA,CNYRO,"115 Brookside Drive
Clinton, NY 13323
(43.03980045800006, -75.36023409899997)"
The Terrace at Woodland,8299 Turin Road,Oneida,Rome,13440,(315) 336-0307,(315) 336-0338,AF0668A,"Forest Hill Associates, Inc.",510-F-059,60,16,44,0,12,AH/ALP,PPHA,CNYRO,"8299 Turin Road
Rome, NY 13440
(43.26472514000005, -75.46422283499999)"
Masonic Home,2150 Bleecker Street,Oneida,Utica,13501,(315) 798-4800,(315) 798-4901,AF0079A,Trustees - Masonic Hall,510-E-033,96,0,0,0,0,AH,NFP,CNYRO,"2150 Bleecker Street
Utica, NY 13501
(43.08919982800006, -75.18947351799994)"
Focus Senior Living at Utica,1445 Kemble Street,Oneida,Utica,13501,(315) 732-0100,(315) 732-2342,AF0073B,"Utica AH Operations Associates, LLC (Substitute Receiver)",510-S-061,110,87,0,0,0,EHP/ALP,PPHA,CNYRO,"1445 Kemble Street
Utica, NY 13501
(43.09318845200005, -75.24235080199998)"
Pounder Hall EHP,1400 Utica Street,Oneida,Oriskany,13424,(315) 736-1759,(315) 768-4751,AF0095A,"Pounder Hall, Inc.",510-S-062,17,0,0,0,0,EHP,NFP,CNYRO,"1400 Utica Street
Oriskany, NY 13424
(43.161834415000044, -75.34112714899999)"
"Cedarbrook Village, Incorporated",101 Sitrin Lane,Oneida,New Hartford,13413,(315) 737-2227,(315) 797-6955,AF0666A,"Cedarbrook Village, Incorporated",510-S-064,65,17,0,0,0,EHP/ALP,NFP,CNYRO,"101 Sitrin Lane
New Hartford, NY 13413
(43.07371000000006, -75.29492999999997)"
Presbyterian Residential Community,4300 Middle Settlement Road,Oneida,New Hartford,13413,(315) 797-7500,(315) 792-9503,AF0097A,"Presbyterian Residential Community, Inc.",510-E-065,96,78,0,0,0,AH/ALP,NFP,CNYRO,"4300 Middle Settlement Road
New Hartford, NY 13413
(43.07338486200007, -75.34252700499997)"
The Hearth on James,830 James Street,Onondaga,Syracuse,13203,(315) 422-2173,(315) 426-7583,AF0612B,"Hearth Management, LLC",520-S-135,60,0,0,0,0,EHP,PPHA,CNYRO,"830 James Street
Syracuse, NY 13203
(43.05685214300007, -76.13929532099996)"
Park Terrace at Radisson,2981 Town Center Road,Onondaga,Baldwinsville,13027,(315) 638-9207,(315) 638-8507,AF0596B,"Park Terrace Operating, LLC",520-F-169,65,0,65,0,13,AH,PPHA,CNYRO,"2981 Town Center Road
Baldwinsville, NY 13027
(43.17883051900003, -76.29991199999995)"
Peregrine Senior Living at Onondaga Hill,4701 Peregrine Way,Onondaga,Syracuse,13207,(315) 469-8900,(315) 422-1420,AF0761A,"Peregrine Senior Living Onondaga Hill, LLC",520-F-171,68,0,68,15,68,AH,PPHA,CNYRO,"4701 Peregrine Way
Syracuse, NY 13207
(43.00275121100003, -76.18907725499997)"
Loretto EHP #1 Bernardine Apartments,417 Churchill Avenue,Onondaga,Syracuse,13205,(315) 469-7786,(315) 469-4048,AF0174A,"Loretto Adult Community, Inc.",520-S-054,148,108,0,0,0,EHP/ALP,NFP,CNYRO,"417 Churchill Avenue
Syracuse, NY 13205
(43.00846338300005, -76.13930313699996)"
Loretto EHP #3 Nottingham,1301 Nottingham Road,Onondaga,Jamesville,13078,(315) 445-9242,(315) 446-5346,AF0176A,"Loretto Adult Community, Inc.",520-S-114,64,0,64,16,0,EHP,NFP,CNYRO,"1301 Nottingham Road
Jamesville, NY 13078
(43.01069278500006, -76.08408910599996)"
E.R.I.E.  EHP #1 Toomey Abbott Tower,1207 Almond Street,Onondaga,Syracuse,13210,(315) 428-8562,(315) 425-0529,AF0155A,Enriched Resources for the Independent Elderly Inc,520-S-118,95,0,0,0,0,EHP,NFP,CNYRO,"1207 Almond Street
Syracuse, NY 13210
(43.03912697100003, -76.14093438699996)"
Loretto Village Apts. Enriched Housing Site #5,750 East Brighton Avenue,Onondaga,Syracuse,13205,(315) 492-1329,(315) 492-6076,AF0178A,"Loretto Adult Community, Inc.",520-S-120,79,44,0,0,0,EHP/ALP,NFP,CNYRO,"750 East Brighton Avenue
Syracuse, NY 13205
(43.00581295200004, -76.13142726699994)"
Manlius Home for Adults,215 East Pleasant Street,Onondaga,Manlius,13104,(315) 682-6725,(315) 682-3320,AF0179B,215 East Pleasant Street LLC,520-F-167,39,32,0,0,0,AH/ALP,PPHA,CNYRO,"215 East Pleasant Street
Manlius, NY 13104
(43.00324115900003, -75.97705713099998)"
The Hearth at Greenpoint Senior Living,150 Old Liverpool Road,Onondaga,Liverpool,13088,(315) 453-7911,(315) 457-5602,AF0162B,Hearth Management LLC,520-S-129,139,0,0,0,0,EHP,PPHA,CNYRO,"150 Old Liverpool Road
Liverpool, NY 13088
(43.08282575900006, -76.18135107699999)"
The Athenaeum of Skaneateles,150 Genesee Street,Onondaga,Skaneateles,13152,(315) 685-1400,(315) 685-1407,AF0661A,"Peregrine Properties of Skaneateles, LLC",520-F-159,16,0,0,0,0,AH,PPHA,CNYRO,"150 Genesee Street
Skaneateles, NY 13152
(42.944531608000034, -76.41881433099996)"
Brookdale Manlius,100 Flume Road,Onondaga,Manlius,13104,(315) 682-9261,(315) 682-1129,AF0844A,"WW Manlius Operator, Inc.",520-S-137,86,0,86,86,0,EHP,PPHA,CNYRO,"100 Flume Road
Manlius, NY 13104
(43.00057019800005, -75.97885983199996)"
Buckley Landing Enriched Housing Site #6,7430 Buckley Road,Onondaga,North Syracuse,13212,(315) 452-1207,(315) 452-5949,AF0151A,"Loretto Adult Community, Inc.",520-S-121,85,75,0,0,0,EHP/ALP,NFP,CNYRO,"7430 Buckley Road
North Syracuse, NY 13212
(43.13125618300006, -76.16370026099997)"
Brookdale East Side,7164 East Genesee Street,Onondaga,Fayetteville,13066,(315) 637-5127,(315) 637-1429,AF0156C,"Painted Post, LLC",520-F-164,88,0,0,0,0,AH,PPHA,CNYRO,"7164 East Genesee Street
Fayetteville, NY 13066
(43.02880552700003, -76.02723664399997)"
Kalet's Adult Home,504 Delaware Street,Onondaga,Syracuse,13204,(315) 479-7514,(315) 479-1058,AF0166B,"Kalet, Diane",520-F-161,45,0,0,0,0,AH,PPHA,CNYRO,"504 Delaware Street
Syracuse, NY 13204
(43.037548773000026, -76.16965874199997)"
Camillus Ridge Terrace,2453 W. Genesee Turnpike,Onondaga,Camillus,13031,(315) 672-3790,(315) 672-5607,AF0645A,"Santiago, Jason",520-F-157,56,0,0,0,0,AH,PPHA,CNYRO,"2453 W. Genesee Turnpike
Camillus, NY 13031
(43.03601540400007, -76.33872367599997)"
New Sunnyside Adult Home,7010 Collamer Road,Onondaga,East Syracuse,13057,(315) 656-8606,(315) 656-1483,AF0181B,"New Sunnyside Adult Home, Inc.",520-F-148,20,0,0,0,0,AH,PPHA,CNYRO,"7010 Collamer Road
East Syracuse, NY 13057
(43.10912049800004, -76.03750897999998)"
Brookdale Fayetteville,5125 Highbridge Street,Onondaga,Fayetteville,13066,(315) 637-2000,(315) 637-2004,AF0153A,"Manlius Clare Bridge Operator, Inc.",520-F-145,52,0,0,0,0,AH,PPHA,CNYRO,"5125 Highbridge Street
Fayetteville, NY 13066
(43.019554604000064, -76.01142781199997)"
Keepsake Village at  Greenpoint,138 Old Liverpool Road,Onondaga,Liverpool,13088,(315) 451-4567,(315) 453-1026,AF0163A,"Greenpoint Special Needs, Inc.",520-F-143,57,0,57,10,57,AH,PPHA,CNYRO,"138 Old Liverpool Road
Liverpool, NY 13088
(43.08284076800004, -76.18138264699996)"
The Inn at Menorah Park,4101 East Genesee Street,Onondaga,Syracuse,13214,(315) 446-9111,(315) 446-1537,AF0838A,"Jewish Home of Central New York Senior Apartments, Inc.",520-E-095,61,0,61,0,0,AH,NFP,CNYRO,"4101 East Genesee Street
Syracuse, NY 13214
(43.036608984000054, -76.07414519199995)"
McHarrie Pointe,7740 Meigs Road,Onondaga,Baldwinsville,13027,(315) 638-2521,(315) 638-2552,AF0674A,Syracuse Home Association,520-E-093,47,0,47,47,27,AH,NFP,CNYRO,"7740 Meigs Road
Baldwinsville, NY 13027
(43.144456372000036, -76.34504799099994)"
Sedgwick Heights,1100 James Street,Onondaga,Syracuse,13203,(315) 475-4388,(315) 475-1911,AF0185A,"Loretto Adult Community, Inc.",520-E-091,154,149,0,0,0,AH/ALP,NFP,CNYRO,"1100 James Street
Syracuse, NY 13203
(43.06099512800006, -76.13089778099999)"
Crossroads,120 Gifford Street,Onondaga,Syracuse,13202,(315) 701-3894,(315) 476-3615,AF0154A,"Rescue Mission Alliance of Syracuse New York, Inc.",520-E-088,59,0,0,0,0,AH,NFP,CNYRO,"120 Gifford Street
Syracuse, NY 13202
(43.04365746800005, -76.15484039199998)"
Brookdale Bellevue,4330 Onondaga Boulevard,Onondaga,Syracuse,13219,(315) 468-5108,(315) 468-0663,AF0148C,"Painted Post, LLC",520-F-163,91,0,0,0,0,AH,PPHA,CNYRO,"4330 Onondaga Boulevard
Syracuse, NY 13219
(43.026648504000036, -76.21501980799997)"
"Bickford Country Home, LLC",630 Curran Road,Ontario,Shortsville,14548,(315) 502-4076,(315) 597-5179,AF0751A,"Bickford Country Home, LLC",530-F-061,23,0,0,0,0,AH,PPHA,WRO,"630 Curran Road
Shortsville, NY 14548
(43.00643482000004, -77.21026672899995)"
Ashton Place,190 Ashton Court,Ontario,Clifton Springs,14432,(315) 462-3140,(315) 462-5770,AF0634A,"Clifton Park Associates, LLC",530-S-005,60,0,0,0,0,EHP,PPHA,WRO,"190 Ashton Court
Clifton Springs, NY 14432
(42.96685055000006, -77.14186751099999)"
Quail Summit,5102 Parrish Street Ext.,Ontario,Canandaigua,14424,(585) 396-1010,(585) 396-1741,AF0545A,"Quail Summit, Inc.",530-S-001,55,0,0,0,0,EHP,NFP,WRO,"5102 Parrish Street Ext.
Canandaigua, NY 14424
(42.872759389000066, -77.29562998099993)"
Clark Meadows at Ferris Hills,One Clark Meadows,Ontario,Canandaigua,14424,(585) 393-4330,(585) 393-0567,AF0470A,"FF Thompson Senior Communities, Inc.",530-S-003,54,0,0,0,0,EHP,PPHA,WRO,"One Clark Meadows
Canandaigua, NY 14424
(42.88145578700005, -77.28207033499996)"
Horizons,3132 State Route 21 South,Ontario,Canandaigua,14424,(585) 396-3390,(585) 396-7332,AF0517A,"DePaul Adult Care Communities, Inc.",530-E-051,76,25,0,0,0,AH/ALP,NFP,WRO,"3132 State Route 21 South
Canandaigua, NY 14424
(42.89681440800007, -77.26726964899996)"
The Clark Manor House,318 Fort Hill Avenue,Ontario,Canandaigua,14424,(585) 394-0965,(585) 394-3575,AF0469A,The Clark Manor House,530-E-002,17,0,0,0,0,AH,NFP,WRO,"318 Fort Hill Avenue
Canandaigua, NY 14424
(42.89969047000005, -77.27367873799994)"
Seneca Lake Terrace Assisted Living Center,3670 Pre-emption Road County Rd. #6,Ontario,Geneva,14456,(315) 789-4162,(315) 781-1494,AF0550B,"Seneca Lake Terrace Operating, LLC",530-F-059,66,0,53,0,12,AH,PPHA,WRO,"3670 Pre-emption Road County Rd. #6
Geneva, NY 14456
(42.85230271700004, -77.01057598099999)"
Promenade at Tuxedo Place,40 Hospital Road,Orange,Tuxedo,10987,(845) 735-6846,(845) 735-6855,AF0683A,"Promenade Tuxedo, LLC",540-F-030,89,49,0,0,0,AH/ALP,PPHA,MARO,"40 Hospital Road
Tuxedo, NY 10987
(41.19033635900007, -74.18613911599994)"
"Glen Arden, Inc.",214 Harriman Drive,Orange,Goshen,10924,(845) 291-7822,(845) 291-7878,AF0631A,"Glen Arden, Inc.",540-S-003,28,0,0,0,0,EHP,NFP,MARO,"214 Harriman Drive
Goshen, NY 10924
(41.38730879000008, -74.31542664399996)"
The Sentinel of Port Jervis,2247 Greenville Turnpike,Orange,Port Jervis,12771,(845) 896-0400,(845) 896-0410,AF0905A,"The Sentinel of Port Jervis, LLC",540-F-040,160,100,60,40,0,AH/ALP,PPHA,MARO,"2247 Greenville Turnpike
Port Jervis, NY 12771
(41.352471183000034, -74.68046390499995)"
The W Senior Living at Goshen,46 Harriman Drive,Orange,Goshen,10924,(845) 388-1251,(845) 291-3737,AF0196B,"The W Group of Goshen, LLC",540-F-038,120,0,0,0,0,AH,PPHA,MARO,"46 Harriman Drive
Goshen, NY 10924
(41.38936116000008, -74.31930736599998)"
Braemar Living at Wallkill,21 Riverside Drive,Orange,Middletown,10941,(914) 305-2230,(845) 695-5601,AF0722A,"The Hamlet at Wallkill, LLC",540-F-036,200,80,120,60,24,AH/ALP,PPHA,MARO,"21 Riverside Drive
Middletown, NY 10941
(41.44953262300004, -74.34944924299998)"
Promenade at Middletown,70 Fulton Street,Orange,Middletown,10940,(845) 341-1888,(845) 344-5577,AF0399B,Promenade Middletown LLC,540-F-032,200,122,0,0,0,AH/ALP,PPHA,MARO,"70 Fulton Street
Middletown, NY 10940
(41.44141945300004, -74.42043843099998)"
The Eliot at Erie Station ALP,10 - 18 John Street,Orange,Middletown,10940,(845) 342-2077,(845) 342-2091,AF0414B,"The Eliot Management Group, LLC",540-F-028,96,71,25,25,0,AH/ALP,PPHA,MARO,"10 - 18 John Street
Middletown, NY 10940
(41.44815424700005, -74.41966596299994)"
New Windsor Country Inn,450 Temple Hill Road P.O. Box 4328,Orange,New Windsor,12553,(845) 565-8110,(845) 565-7949,AF0333A,"Lockwood, Paul M.",540-F-026,86,0,0,0,0,AH,PPHA,MARO,"450 Temple Hill Road P.O. Box 4328
New Windsor, NY 12553
(41.478476933000024, -74.06342961099995)"
Mount Alverno Center,20 Grand Street,Orange,Warwick,10990,(845) 986-2267,(845) 986-3604,AF0322A,"St. Francis Center At The Knolls, Inc.",540-E-051,85,55,0,0,0,AH/ALP,NFP,MARO,"20 Grand Street
Warwick, NY 10990
(41.26254940300004, -74.36228873199997)"
"Carlucci Homes, Inc.",516 Mullock Road,Orange,Port Jervis,12771,(914) 443-6835,(845) 355-7700,AF0830A,"Carlucci Homes, Inc.",540-F-034,23,0,23,19,0,AH,PPHA,MARO,"516 Mullock Road
Port Jervis, NY 12771
(41.40154744800003, -74.56683901299994)"
Cloverhill Adult Home,355 South Main Street,Orleans,Albion,14411,(585) 589-7832,(585) 589-7832,AF0473A,"Johnson, Alan R.",550-F-002,44,0,0,0,0,AH,PPHA,WRO,"355 South Main Street
Albion, NY 14411
(43.23478611100006, -78.19403029999995)"
Apple Gate Adult Home,400 Ohio Street,Orleans,Medina,14103,(585) 798-3420,(585) 798-5662,AF0443A,"Johnson, Alan R.",550-F-004,28,0,0,0,0,AH,PPHA,WRO,"400 Ohio Street
Medina, NY 14103
(43.221197940000025, -78.39705645899994)"
The Willows,459 East Oak Orchard Street,Orleans,Medina,14103,(585) 798-5233,(585) 798-5827,AF0580B,"Blue Heron Enterprises,  LLC",550-F-005,24,0,0,0,0,AH,PPHA,WRO,"459 East Oak Orchard Street
Medina, NY 14103
(43.21568554100003, -78.37295851799996)"
St. Francis Commons,12 Burkle Street,Oswego,Oswego,13126,(315) 326-0870,(315) 349-0797,AF0710A,"St. Francis Commons, Inc.",560-E-009,60,60,60,0,14,AH/ALP,NFP,CNYRO,"12 Burkle Street
Oswego, NY 13126
(43.44790054100008, -76.49433937499998)"
The Gardens by Morningstar,132 Ellen Street,Oswego,Oswego,13126,(315) 343-0880,(315) 207-2500,AF0735A,"The Gardens by Morningstar, LLC",560-F-042,106,86,0,0,0,AH/ALP,PPHA,CNYRO,"132 Ellen Street
Oswego, NY 13126
(43.44411252700007, -76.51255092499997)"
Bishop's Commons at St. Luke,4 Burkle Street,Oswego,Oswego,13126,(315) 349-0799,(315) 349-0797,AF0829A,"Bishop's Commons, Inc.",560-S-002,68,0,0,0,0,EHP,NFP,CNYRO,"4 Burkle Street
Oswego, NY 13126
(43.44758512200008, -76.49540264199999)"
Clara Welch Thanksgiving Home,48 Grove Street,Otsego,Cooperstown,13326,(607) 547-8844,(607) 547-9306,AF0028A,"Clara Welch Thanksgiving Home, Inc.",570-E-002,26,0,0,0,0,AH,NFP,CDRO,"48 Grove Street
Cooperstown, NY 13326
(42.69792750800008, -74.93377556699994)"
"Woodside Hall, LLC",1 Main Street,Otsego,Cooperstown,13326,(607) 547-0600,(607) 547-0601,AF0664A,Woodside Hall LLC,570-F-044,37,0,0,0,0,AH,PPHA,CDRO,"1 Main Street
Cooperstown, NY 13326
(42.69931283000005, -74.91657370399997)"
Hampshire House Adult Home,1846 County Highway 48,Otsego,Oneonta,13820,(607) 432-6171,(607) 432-5045,AF0053B,Hampshire House Operating Corporation,570-F-048,65,0,0,0,0,AH,PPHA,CDRO,"1846 County Highway 48
Oneonta, NY 13820
(42.43959413300007, -75.08112705699995)"
Heritage at The Plains at Parish Homestead,163 Heritage Circle,Otsego,Oneonta,13820,(607) 267-4013,(607) 267-4971,AF0678B,"CSL Heritage AL, Inc.",570-F-051,53,0,53,0,16,AH,PPHA,CDRO,"163 Heritage Circle
Oneonta, NY 13820
(42.44431367900006, -75.11341539599994)"
Robynwood Assisted Living,43 Walnut Street,Otsego,Oneonta,13820,(607) 432-6387,(607) 643-0195,AF0100C,Robynwood ALP LLC,570-F-053,49,39,0,0,0,AH/ALP,PPHA,CDRO,"43 Walnut Street
Oneonta, NY 13820
(42.45762342100005, -75.05886150999999)"
The Plaza at Clover Lake,838 Fair Street,Putnam,Carmel,10512,(845) 878-4111,(845) 878-4333,AF0696A,"Clover Lake Management, LLC",580-F-001,175,135,40,0,0,AH/ALP,PPHA,MARO,"838 Fair Street
Carmel, NY 10512
(41.470798254000044, -73.63922264999997)"
Gallagher Home,517 North Lake Boulevard,Putnam,Mahopac,10541,(845) 628-7000,(845) 628-3132,AF0730A,"Lake Mahopac Heights, LLC",580-F-003,16,0,0,0,0,AH,PPHA,MARO,"517 North Lake Boulevard
Mahopac, NY 10541
(41.39106075600006, -73.73500080299993)"
Boulevard ALP,71-61 159th Street,Queens,Flushing,11365,(718) 969-8102,(718) 969-8128,AF0629B,Queens Boulevard ALP LLC,590-S-317,239,200,0,0,0,EHP/ALP,PPHA,MARO,"71-61 159th Street
Flushing, NY 11365
(40.72847517200006, -73.80992294499998)"
"Central Assisted Living, LLC",1509 Central Avenue,Queens,Far Rockaway,11691,(718) 471-7700,(718) 471-7732,AF0326B,"Central Assisted Living, LLC",590-F-322,186,186,0,0,0,AH/ALP,PPHA,MARO,"1509 Central Avenue
Far Rockaway, NY 11691
(40.605691654000054, -73.75124607099997)"
Castle Senior Living at Forest Hills,108-25 Horace Harding Expressway,Queens,Forest Hills,11368,(718) 760-4600,(718) 592-1808,AF0219D,"Midway A.L., LLC",590-F-324,20,0,0,0,0,AH,PPHA,MARO,"108-25 Horace Harding Expressway
Forest Hills, NY 11368
(40.737821395000026, -73.85180856099998)"
"Sutton Gardens, LLC",147-02 34th Avenue,Queens,Flushing,11354,(718) 461-1923,(718) 461-7617,AF0238C,"Sutton Gardens, LLC",590-F-326,47,0,47,47,0,AH,PPHA,MARO,"147-02 34th Avenue
Flushing, NY 11354
(40.76737661200008, -73.81973613599996)"
Long Island Living Center,431 Beach 20th Street,Queens,Far Rockaway,11691,(718) 327-2700,(718) 327-2223,AF0298B,"Long Island Living Center, LLC",590-F-328,306,115,0,0,0,AH/ALP,PPHA,MARO,"431 Beach 20th Street
Far Rockaway, NY 11691
(40.598982302000024, -73.75425492299996)"
River View Gardens NY Foundation EHP #8,4-12 49th Avenue,Queens,Long Island City,11101,(718) 361-8442,(718) 361-8534,AF0654A,"New York Foundation for Senior Citizens, Inc.",590-S-303,46,0,0,0,0,EHP,NFP,MARO,"4-12 49th Avenue
Long Island City, NY 11101
(40.74419957400005, -73.95823704399999)"
Brandywine Assisted Living at The Savoy,55-15 Little Neck Parkway,Queens,Little Neck,11362,(718) 423-7900,(718) 423-5050,AF0380B,"Brandywine Assisted Living at The Savoy, LLC",590-S-305,160,0,160,160,37,EHP,PPHA,MARO,"55-15 Little Neck Parkway
Little Neck, NY 11362
(40.76504706500003, -73.72442806299995)"
Castle Senior Living at Forest Hills,108-25 Horace Harding Expressway,Queens,Forest Hills,11368,(718) 760-4600,(718) 592-1808,AF0218D,"Midway A.L., LLC",590-S-307,177,129,0,0,0,EHP/ALP,PPHA,MARO,"108-25 Horace Harding Expressway
Forest Hills, NY 11368
(40.737821395000026, -73.85180856099998)"
Atria Kew Gardens,117-01 84th Avenue,Queens,Kew Gardens,11418,(718) 441-0300,(718) 441-5140,AF0810B,"ATR New York LH, Inc.",590-S-315,175,0,175,47,43,EHP,PPHA,MARO,"117-01 84th Avenue
Kew Gardens, NY 11418
(40.704011034000075, -73.83441764399998)"
Madison York Home for Adults,61-80 Woodhaven Boulevard,Queens,Rego Park,11374,(718) 446-4300,(718) 899-8126,AF0299B,"Madison York Rego Park, LLC",590-F-321,202,200,0,0,0,AH/ALP,PPHA,MARO,"61-80 Woodhaven Boulevard
Rego Park, NY 11374
(40.72749168000007, -73.87097442799995)"
Sanford Home,140-40 Sanford Avenue,Queens,Flushing,11355,(718) 353-1400,(718) 353-1495,AF0379B,"Sanford Home for Adults, LLC",590-F-142,200,0,0,0,0,AH,PPHA,MARO,"140-40 Sanford Avenue
Flushing, NY 11355
(40.757491050000056, -73.82565121099998)"
Atria Forest Hills,112-50 72nd Avenue,Queens,Forest Hills,11375,(718) 261-5300,(718) 261-5457,AF0437C,"ATR New York LH, Inc.",590-S-313,90,0,0,0,0,EHP,PPHA,MARO,"112-50 72nd Avenue
Forest Hills, NY 11375
(40.72207520000006, -73.83712139399995)"
New Haven Manor,1526 New Haven Avenue,Queens,Far Rockaway,11691,(718) 471-7200,(718) 471-7650,AF0328B,"New Haven Manor Home for Adults, LLC",590-F-172,123,0,0,0,0,AH,PPHA,MARO,"1526 New Haven Avenue
Far Rockaway, NY 11691
(40.59935447700008, -73.74955157099998)"
"Madison York Assisted Living Community, LLC",112-14 Corona Avenue,Queens,Flushing,11368,(718) 699-4100,(718) 899-8126,AF0381C,"Madison York Assisted Living Community, LLC",590-F-320,226,200,0,0,0,AH/ALP,PPHA,MARO,"112-14 Corona Avenue
Flushing, NY 11368
(40.739990326000054, -73.84824753799995)"
New Gloria's Manor Home for Adults,140 Beach 119th Street,Queens,Rockaway Park,11694,(718) 945-5700,(718) 945-6086,AF0327B,Gloria's Manor LLC,590-F-307,172,0,0,0,0,AH,PPHA,MARO,"140 Beach 119th Street
Rockaway Park, NY 11694
(40.57743961400007, -73.83883020199994)"
Rockaway Manor HFA,145 Beach 8th Street,Queens,Far Rockaway,11691,(718) 327-6300,(718) 327-3834,AF0371A,Foundation For Elderly,590-E-292,120,0,0,0,0,AH,NFP,MARO,"145 Beach 8th Street
Far Rockaway, NY 11691
(40.595546117000026, -73.74292583399995)"
Belle Harbor Manor,209 Beach 125th Street,Queens,Belle Harbor,11694,(718) 945-6600,(718) 474-8540,AF0206A,"Belle Harbor Home of the Sages, Inc.",590-E-293,162,0,0,0,0,AH,NFP,MARO,"209 Beach 125th Street
Belle Harbor, NY 11694
(40.577649276000045, -73.84493976499994)"
Chai Home,125-02 Ocean Promenade,Queens,Belle Harbor,11694,(718) 634-6100,(718) 634-3983,AF0222B,"Chai Home, LLC",530-F-057,71,0,0,0,0,AH,PPHA,MARO,"125-02 Ocean Promenade
Belle Harbor, NY 11694
(40.574976641000035, -73.84364940699999)"
Wavecrest Home for Adults,242 Beach 20th Street,Queens,Far Rockaway,11691,(718) 471-5500,(718) 471-0734,AF0432A,"Wavecrest HFA, Inc.",590-F-301,120,0,0,0,0,AH,PPHA,MARO,"242 Beach 20th Street
Far Rockaway, NY 11691
(40.596554336000054, -73.75415301399994)"
Queens Adult Care Center,80-08 45th Avenue,Queens,Elmhurst,11373,(718) 639-1800,(718) 899-1917,AF0293B,"Hofgur, LLC",590-F-309,352,200,0,0,0,AH/ALP,PPHA,MARO,"80-08 45th Avenue
Elmhurst, NY 11373
(40.74142859700004, -73.88422800399997)"
"New Homestead Home for Adults, Inc.",82-45 Grenfell Street,Queens,Kew Gardens,11415,(718) 441-2000,(718) 849-3997,AF0329B,"New Homestead Home for Adults, Inc.",590-F-311,163,0,0,0,0,AH,PPHA,MARO,"82-45 Grenfell Street
Kew Gardens, NY 11415
(40.709024989000056, -73.83110854299997)"
"Seaview Manor, LLC",210 Beach 47th Street,Queens,Far Rockaway,11691,(718) 471-1311,(718) 471-1352,AF0386B,"Seaview Manor, LLC",590-F-313,118,118,118,0,0,AH/ALP,PPHA,MARO,"210 Beach 47th Street
Far Rockaway, NY 11691
(40.59314575700006, -73.77788491599995)"
"Surfside Manor Home for Adults, LLC",95-02 Rockaway Beach Boulevard,Queens,Rockaway Beach,11693,(718) 945-5500,(718) 634-8925,AF0410B,"Surfside Manor Home for Adults, LLC",590-F-314,200,199,0,0,0,AH/ALP,PPHA,MARO,"95-02 Rockaway Beach Boulevard
Rockaway Beach, NY 11693
(40.58557599900007, -73.81754234499994)"
Elm York Home for Adults,100-30 Ditmars Boulevard,Queens,East Elmhurst,11369,(718) 446-7900,(718) 446-7938,AF0243B,Elm York LLC,590-F-319,262,200,0,0,0,AH/ALP,PPHA,MARO,"100-30 Ditmars Boulevard
East Elmhurst, NY 11369
(40.76976398100004, -73.87003695299995)"
Park Inn Home,115-02 Ocean Promenade,Queens,Rockaway Park,11694,(718) 634-3400,(718) 634-3403,AF0352A,"Konig, Samuel",590-F-104,181,0,0,0,0,AH,PPHA,MARO,"115-02 Ocean Promenade
Rockaway Park, NY 11694
(40.57797971700006, -73.83549903199997)"
Danforth Adult Care Center,19 Danforth Street,Rensselaer,Hoosick Falls,12090,(518) 686-5167,(518) 686-4428,AF0035A,"Mazula, Glenn",600-F-244,80,33,0,0,0,AH/ALP,PPHA,CDRO,"19 Danforth Street
Hoosick Falls, NY 12090
(42.90946439600003, -73.34773449299996)"
The Pines at Heartwood,2405 Fifteenth Street,Rensselaer,Troy,12180,(518) 266-9654,(518) 266-0346,AF0057B,"Troy Crossings, LLC",600-F-250,86,86,0,0,0,AH/ALP,PPHA,CDRO,"2405 Fifteenth Street
Troy, NY 12180
(42.739872192000064, -73.67465415899994)"
The Terrace at The Eddy Memorial,2256 Burdett Avenue,Rensselaer,Troy,12180,(518) 274-9890,(518) 274-5407,AF0605A,"James A. Eddy Memorial Geriatric Center, Inc.",600-S-001,69,0,0,0,0,EHP,NFP,CDRO,"2256 Burdett Avenue
Troy, NY 12180
(42.73516224900004, -73.67087453399995)"
